Ticker,Company,Industry,Sector,Theme_Exposure,Directional_Exposure,Theme,Theme_Description,Meta_Theme,Mega_Theme,Research_Provider,Research_Note,Research_Note_Year,Research_Note_Month,Research_Note_Day,Key_Variable,KV_View,KV_View_Detail
CF,Industries ,Fertilizer,Materials,Donaldsonville green ammonia investment. Blue ammonia production,Positive,Green Hydrogen,"Green hydrogen is fuel obtained from electrolysis of water with renewable energy. Water electrolysis is the decomposition of water molecules (H2O) into oxygen and hydrogen gas (H2) as an electric current flows through the water in a device called an electrolyzer. If the electricity is produced by renewable energy sources, the resulting hydrogen is considered ""green hydrogen"". Uses: Potentially all of the current uses for gray and blue hydrogen, plus power production, clean mobility and clean logistics (i.e., forklifts used in warehouses).",Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Captial investment in electrolyzers, $165bn,By the year 2030
CMI,Cummins ,Capital Goods,Industrials,Electrolyzer production capabilities,Positive,Green Hydrogen,"Green hydrogen is fuel obtained from electrolysis of water with renewable energy. Water electrolysis is the decomposition of water molecules (H2O) into oxygen and hydrogen gas (H2) as an electric current flows through the water in a device called an electrolyzer. If the electricity is produced by renewable energy sources, the resulting hydrogen is considered ""green hydrogen"". Uses: Potentially all of the current uses for gray and blue hydrogen, plus power production, clean mobility and clean logistics (i.e., forklifts used in warehouses).",Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Captial investment in electrolyzers, $165bn,By the year 2030
CVX,Chevron ,Integrated Oil,Energy,"Large H2 producer developing fueling networks in CA & South Korea and a Western US green H2 hub: multiple OEM partnerships, green H2 pilots",Positive,Green Hydrogen,"Green hydrogen is fuel obtained from electrolysis of water with renewable energy. Water electrolysis is the decomposition of water molecules (H2O) into oxygen and hydrogen gas (H2) as an electric current flows through the water in a device called an electrolyzer. If the electricity is produced by renewable energy sources, the resulting hydrogen is considered ""green hydrogen"". Uses: Potentially all of the current uses for gray and blue hydrogen, plus power production, clean mobility and clean logistics (i.e., forklifts used in warehouses).",Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Captial investment in electrolyzers, $165bn,By the year 2030
ENB,Enbridge ,Midstream,Energy,Hydrogen transportation,Positive,Green Hydrogen,"Green hydrogen is fuel obtained from electrolysis of water with renewable energy. Water electrolysis is the decomposition of water molecules (H2O) into oxygen and hydrogen gas (H2) as an electric current flows through the water in a device called an electrolyzer. If the electricity is produced by renewable energy sources, the resulting hydrogen is considered ""green hydrogen"". Uses: Potentially all of the current uses for gray and blue hydrogen, plus power production, clean mobility and clean logistics (i.e., forklifts used in warehouses).",Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Captial investment in electrolyzers, $165bn,By the year 2030
GTLS,Chart Industries ,Industrial Equip. & Tech.,Industrials,"Order intake underway, expected acceleration through 2025",Positive,Green Hydrogen,"Green hydrogen is fuel obtained from electrolysis of water with renewable energy. Water electrolysis is the decomposition of water molecules (H2O) into oxygen and hydrogen gas (H2) as an electric current flows through the water in a device called an electrolyzer. If the electricity is produced by renewable energy sources, the resulting hydrogen is considered ""green hydrogen"". Uses: Potentially all of the current uses for gray and blue hydrogen, plus power production, clean mobility and clean logistics (i.e., forklifts used in warehouses).",Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Captial investment in electrolyzers, $165bn,By the year 2030
KMI,Kinder Morgan ,Midstream,Energy,Hydrogen transportation,Positive,Green Hydrogen,"Green hydrogen is fuel obtained from electrolysis of water with renewable energy. Water electrolysis is the decomposition of water molecules (H2O) into oxygen and hydrogen gas (H2) as an electric current flows through the water in a device called an electrolyzer. If the electricity is produced by renewable energy sources, the resulting hydrogen is considered ""green hydrogen"". Uses: Potentially all of the current uses for gray and blue hydrogen, plus power production, clean mobility and clean logistics (i.e., forklifts used in warehouses).",Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Captial investment in electrolyzers, $165bn,By the year 2030
LIN,Linde ,Industrial Gas,Materials,"ITM PEM electrolysis JV, H2 fueling tech, green H2 MoUs",Positive,Green Hydrogen,"Green hydrogen is fuel obtained from electrolysis of water with renewable energy. Water electrolysis is the decomposition of water molecules (H2O) into oxygen and hydrogen gas (H2) as an electric current flows through the water in a device called an electrolyzer. If the electricity is produced by renewable energy sources, the resulting hydrogen is considered ""green hydrogen"". Uses: Potentially all of the current uses for gray and blue hydrogen, plus power production, clean mobility and clean logistics (i.e., forklifts used in warehouses).",Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Captial investment in electrolyzers, $165bn,By the year 2030
NFE,New Fortress Energy ,Diversified Natural Gas,Energy,Investor in H2Pro to develop low-cost green H2 production tech; expects to reach FID in 2021 on project to produce blue H2 through Zero Parks JV,Positive,Green Hydrogen,"Green hydrogen is fuel obtained from electrolysis of water with renewable energy. Water electrolysis is the decomposition of water molecules (H2O) into oxygen and hydrogen gas (H2) as an electric current flows through the water in a device called an electrolyzer. If the electricity is produced by renewable energy sources, the resulting hydrogen is considered ""green hydrogen"". Uses: Potentially all of the current uses for gray and blue hydrogen, plus power production, clean mobility and clean logistics (i.e., forklifts used in warehouses).",Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Captial investment in electrolyzers, $165bn,By the year 2030
NTR,Nutrien ,Fertilizer,Materials,Blue ammonia production,Positive,Green Hydrogen,"Green hydrogen is fuel obtained from electrolysis of water with renewable energy. Water electrolysis is the decomposition of water molecules (H2O) into oxygen and hydrogen gas (H2) as an electric current flows through the water in a device called an electrolyzer. If the electricity is produced by renewable energy sources, the resulting hydrogen is considered ""green hydrogen"". Uses: Potentially all of the current uses for gray and blue hydrogen, plus power production, clean mobility and clean logistics (i.e., forklifts used in warehouses).",Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Captial investment in electrolyzers, $165bn,By the year 2030
PLUG,Plug Power ,Clean Tech.,Energy,"Fuel cells, electryolzers, and green hydrogen production",Positive,Green Hydrogen,"Green hydrogen is fuel obtained from electrolysis of water with renewable energy. Water electrolysis is the decomposition of water molecules (H2O) into oxygen and hydrogen gas (H2) as an electric current flows through the water in a device called an electrolyzer. If the electricity is produced by renewable energy sources, the resulting hydrogen is considered ""green hydrogen"". Uses: Potentially all of the current uses for gray and blue hydrogen, plus power production, clean mobility and clean logistics (i.e., forklifts used in warehouses).",Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Captial investment in electrolyzers, $165bn,By the year 2030
SLB,Schlumberger ,Oil Services,Energy,Partnering with CEA to manufacture reversible solid oxide electrolyzer technology,Positive,Green Hydrogen,"Green hydrogen is fuel obtained from electrolysis of water with renewable energy. Water electrolysis is the decomposition of water molecules (H2O) into oxygen and hydrogen gas (H2) as an electric current flows through the water in a device called an electrolyzer. If the electricity is produced by renewable energy sources, the resulting hydrogen is considered ""green hydrogen"". Uses: Potentially all of the current uses for gray and blue hydrogen, plus power production, clean mobility and clean logistics (i.e., forklifts used in warehouses).",Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Captial investment in electrolyzers, $165bn,By the year 2030
TRP,TC Energy ,Midstream,Energy,Hydrogen transportation,Positive,Green Hydrogen,"Green hydrogen is fuel obtained from electrolysis of water with renewable energy. Water electrolysis is the decomposition of water molecules (H2O) into oxygen and hydrogen gas (H2) as an electric current flows through the water in a device called an electrolyzer. If the electricity is produced by renewable energy sources, the resulting hydrogen is considered ""green hydrogen"". Uses: Potentially all of the current uses for gray and blue hydrogen, plus power production, clean mobility and clean logistics (i.e., forklifts used in warehouses).",Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Captial investment in electrolyzers, $165bn,By the year 2030
WMB,Williams ,Midstream,Energy,Hydrogen transportation,Positive,Green Hydrogen,"Green hydrogen is fuel obtained from electrolysis of water with renewable energy. Water electrolysis is the decomposition of water molecules (H2O) into oxygen and hydrogen gas (H2) as an electric current flows through the water in a device called an electrolyzer. If the electricity is produced by renewable energy sources, the resulting hydrogen is considered ""green hydrogen"". Uses: Potentially all of the current uses for gray and blue hydrogen, plus power production, clean mobility and clean logistics (i.e., forklifts used in warehouses).",Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Captial investment in electrolyzers, $165bn,By the year 2030
BE,Bloom Energy ,Clean Tech.,Energy,Bloom has formed partnerships with the California dairy industry to use RNG as feedstock for Bloom's fuel cells,Positive,Renewable Natural Gas,"Renewable Natural Gas is a substitute for conventional methane and natural gas that is made from renewable, organic, feedstocks like landfill gas, animal manure, and municipal solid waste. There are three ways RNG can be created: anaerobic digestion, thermal gasification, and power-to-gas systems. Anaerobic digestion is a process where microorganisms break down feedstocks (landfill gas, animal manure, water resource recovery facilities, and food waste) over time and the gaseous end-products of methane and carbon dioxide can be used. Thermal gasification subjects feedstocks (agricultural residue, forestry products and residues, energy crops, and municipal solid waste) to intense heat and pressure that will result in a number of ending gases like hydrogen, carbon dioxide, and methane. RNG can also be produced with renewable energy powering electrolysis to generate hydrogen, which is added to CO2 to result in methane.  RNG's climate impact is significant because of its ability to prevent methane (CH4), a gas that causes 25x more damage than CO2 over a 100-year period. ",Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,RNG capital investment,$3bn,By the year 2030
CVX,Chevron ,Integrated Oil,Energy,"Partnerships with Brightmark and CalBioGas to capture methane from dairy farms, increasing RNG volumes 10x by '25 and 20x by '30 (>40,000 MMbtu/d)",Positive,Renewable Natural Gas,"Renewable Natural Gas is a substitute for conventional methane and natural gas that is made from renewable, organic, feedstocks like landfill gas, animal manure, and municipal solid waste. There are three ways RNG can be created: anaerobic digestion, thermal gasification, and power-to-gas systems. Anaerobic digestion is a process where microorganisms break down feedstocks (landfill gas, animal manure, water resource recovery facilities, and food waste) over time and the gaseous end-products of methane and carbon dioxide can be used. Thermal gasification subjects feedstocks (agricultural residue, forestry products and residues, energy crops, and municipal solid waste) to intense heat and pressure that will result in a number of ending gases like hydrogen, carbon dioxide, and methane. RNG can also be produced with renewable energy powering electrolysis to generate hydrogen, which is added to CO2 to result in methane.  RNG's climate impact is significant because of its ability to prevent methane (CH4), a gas that causes 25x more damage than CO2 over a 100-year period. ",Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,RNG capital investment,$3bn,By the year 2030
KMI,Kinder Morgan ,Midstream,Energy,RNG transportation,Positive,Renewable Natural Gas,"Renewable Natural Gas is a substitute for conventional methane and natural gas that is made from renewable, organic, feedstocks like landfill gas, animal manure, and municipal solid waste. There are three ways RNG can be created: anaerobic digestion, thermal gasification, and power-to-gas systems. Anaerobic digestion is a process where microorganisms break down feedstocks (landfill gas, animal manure, water resource recovery facilities, and food waste) over time and the gaseous end-products of methane and carbon dioxide can be used. Thermal gasification subjects feedstocks (agricultural residue, forestry products and residues, energy crops, and municipal solid waste) to intense heat and pressure that will result in a number of ending gases like hydrogen, carbon dioxide, and methane. RNG can also be produced with renewable energy powering electrolysis to generate hydrogen, which is added to CO2 to result in methane.  RNG's climate impact is significant because of its ability to prevent methane (CH4), a gas that causes 25x more damage than CO2 over a 100-year period. ",Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,RNG capital investment,$3bn,By the year 2030
WMB,Williams ,Midstream,Energy,RNG transportation,Positive,Renewable Natural Gas,"Renewable Natural Gas is a substitute for conventional methane and natural gas that is made from renewable, organic, feedstocks like landfill gas, animal manure, and municipal solid waste. There are three ways RNG can be created: anaerobic digestion, thermal gasification, and power-to-gas systems. Anaerobic digestion is a process where microorganisms break down feedstocks (landfill gas, animal manure, water resource recovery facilities, and food waste) over time and the gaseous end-products of methane and carbon dioxide can be used. Thermal gasification subjects feedstocks (agricultural residue, forestry products and residues, energy crops, and municipal solid waste) to intense heat and pressure that will result in a number of ending gases like hydrogen, carbon dioxide, and methane. RNG can also be produced with renewable energy powering electrolysis to generate hydrogen, which is added to CO2 to result in methane.  RNG's climate impact is significant because of its ability to prevent methane (CH4), a gas that causes 25x more damage than CO2 over a 100-year period. ",Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,RNG capital investment,$3bn,By the year 2030
AEE,Ameren ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Installed Renewable GW,425 GW,By the year 2030
AEE,Ameren ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Capital Investment On Renewables,$840bn,By the year 2030
AEE,Ameren ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Renewables % of US Power Mix,40%,By the year 2030
AEE,Ameren ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Reduction in US Electricity Sector CO2 emissions,76%,By the year 2030|baseline = 2005
AEP,American Electric Power ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Installed Renewable GW,425 GW,By the year 2030
AEP,American Electric Power ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Capital Investment On Renewables,$840bn,By the year 2030
AEP,American Electric Power ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Renewables % of US Power Mix,40%,By the year 2030
AEP,American Electric Power ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Reduction in US Electricity Sector CO2 emissions,76%,By the year 2030|baseline = 2005
CMS,CMS Energy ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Installed Renewable GW,425 GW,By the year 2030
CMS,CMS Energy ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Capital Investment On Renewables,$840bn,By the year 2030
CMS,CMS Energy ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Renewables % of US Power Mix,40%,By the year 2030
CMS,CMS Energy ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Reduction in US Electricity Sector CO2 emissions,76%,By the year 2030|baseline = 2005
D,Dominion Energy ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Installed Renewable GW,425 GW,By the year 2030
D,Dominion Energy ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Capital Investment On Renewables,$840bn,By the year 2030
D,Dominion Energy ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Renewables % of US Power Mix,40%,By the year 2030
D,Dominion Energy ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Reduction in US Electricity Sector CO2 emissions,76%,By the year 2030|baseline = 2005
DTE,DTE Energy ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Installed Renewable GW,425 GW,By the year 2030
DTE,DTE Energy ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Capital Investment On Renewables,$840bn,By the year 2030
DTE,DTE Energy ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Renewables % of US Power Mix,40%,By the year 2030
DTE,DTE Energy ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Reduction in US Electricity Sector CO2 emissions,76%,By the year 2030|baseline = 2005
DUK,Duke Energy ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Installed Renewable GW,425 GW,By the year 2030
DUK,Duke Energy ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Capital Investment On Renewables,$840bn,By the year 2030
DUK,Duke Energy ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Renewables % of US Power Mix,40%,By the year 2030
DUK,Duke Energy ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Reduction in US Electricity Sector CO2 emissions,76%,By the year 2030|baseline = 2005
EIX,Edison International ,Utilities,Energy,Beneficiary of increased spending in electric transmission assets,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Installed Renewable GW,425 GW,By the year 2030
EIX,Edison International ,Utilities,Energy,Beneficiary of increased spending in electric transmission assets,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Capital Investment On Renewables,$840bn,By the year 2030
EIX,Edison International ,Utilities,Energy,Beneficiary of increased spending in electric transmission assets,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Renewables % of US Power Mix,40%,By the year 2030
EIX,Edison International ,Utilities,Energy,Beneficiary of increased spending in electric transmission assets,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Reduction in US Electricity Sector CO2 emissions,76%,By the year 2030|baseline = 2005
FE,FirstEnergy ,Utilities,Energy,Beneficiary of increased spending in electric transmission assets,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Installed Renewable GW,425 GW,By the year 2030
FE,FirstEnergy ,Utilities,Energy,Beneficiary of increased spending in electric transmission assets,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Capital Investment On Renewables,$840bn,By the year 2030
