factset_ultimate_parent_entity_id,ultimate_parent_name,Ult_Parent_Entity_Type,rel_type_desc,factset_entity_id,Name,Entity_Type
003F4W-E,Pacific Mutual Holding Co.,Private Company,IS_PARENT_OF,09NZM5-E,Pacific Life Insurance Co.,Subsidiary
05JDTB-E,KPJ Healthcare Bhd.,Public Company,IS_PARENT_OF,09P00H-E,Vejthani Public Co. Ltd.,Subsidiary
0610KZ-E,Province of Shandong,Government,IS_PARENT_OF,09P0VY-E,"Shandong Hi-Speed Group Co., Ltd.",Subsidiary
05T7Y7-E,Government of Thailand,Government,IS_PARENT_OF,09P2BW-E,Suvarnabhumi International Airport,Government
06GF9V-E,somany impresa ltd,Private Company,IS_PARENT_OF,09P4LD-E,HSIL Ltd.,Public_Company
0LC4RK-E,Elementum Holdings LP,Private Company,IS_PARENT_OF,09P67C-E,Elementum Advisors LLC,Subsidiary
08DZ92-E,Finami SpA,Private Company,IS_PARENT_OF,09P6KT-E,LU-VE SpA,Public_Company
003LSR-E,Smith & Nephew PLC,Public Company,IS_PARENT_OF,09P7CB-E,CartiHeal Ltd.,Subsidiary
003JY7-E,Government of South Africa,Government,IS_PARENT_OF,09P7CF-E,Mintek (Pty) Ltd.,Subsidiary
0LHP0B-E,Reliance Logistics Co. SAE,Private Company,IS_PARENT_OF,09P8GG-E,Sama Cement SAE,Subsidiary
05W0C8-E,"Zijin Mining Group Co., Ltd.",Public Company,IS_PARENT_OF,09P8K1-E,Continental Gold Ltd.,Subsidiary
003BWN-E,"CME Group, Inc.",Public Company,IS_PARENT_OF,09P8V2-E,BSN Capital Partners Ltd.,Subsidiary
05HXMY-E,Gunze Ltd.,Public Company,IS_PARENT_OF,09P8VP-E,"Thai Gunze Co., Ltd.",Subsidiary
0CCLPZ-E,Golden Bright Capital Holdings Pte Ltd.,Private Company,IS_PARENT_OF,09PBF0-E,PT Erajaya Swasembada Tbk,Public_Company
000SY8-E,Oracle Corp.,Public Company,IS_PARENT_OF,09PC36-E,Textura Corp.,Extinct
0MR287-E,Strathcona Resources Ltd.,Private Company,IS_PARENT_OF,09PCY8-E,Cona Resources Ltd.,Extinct
05J4J5-E,Zojirushi Corp.,Public Company,IS_PARENT_OF,09PF76-E,Union Zojirushi Co. Ltd.,Subsidiary
0MKLJR-E,Optical Beta Ltd.,Private Company,IS_PARENT_OF,09PFQ4-E,O-Net Technologies (Group) Ltd.,Subsidiary
09ST91-E,Best Elite International Ltd.,Extinct,IS_PARENT_OF,09PGKT-E,Infoshine Technology Ltd.,Subsidiary
08V2V4-E,Technicis SAS,Holding Company,IS_PARENT_OF,09PJ1P-E,"Sajan, Inc.",Subsidiary
0CR560-E,"Viet Steel Co., Ltd.",Private Company,IS_PARENT_OF,09PJ41-E,Pomina Steel Corp.,Public_Company
094W99-E,Essar Capital Ltd.,Private Company,IS_PARENT_OF,09PK1X-E,Essar Energy Ltd.,Subsidiary
078BBY-E,RAG-Stiftung,Foundation/Endowment,IS_PARENT_OF,09PL53-E,RAG AG,Subsidiary
06HXPL-E,"VJCS Holdings, Inc.",Private Company,IS_PARENT_OF,09PM0V-E,"Vi-Jon, Inc.",Subsidiary
0CB8H4-E,Cengiz Holdings AS,Private Company,IS_PARENT_OF,09PP79-E,ETI Aluminyum AS,Subsidiary
071YMC-E,City of Foshan,Government,IS_PARENT_OF,09PQ8L-E,"Foshan Public Utilities Holding Co., Ltd.",Subsidiary
09PQWZ-E,City of Weihai,Government,IS_PARENT_OF,09PQX2-E,Weihai State-owned Assets Management (Group) Co. Ltd.,Subsidiary
0BV7N1-E,Sarla Holdings Pvt Ltd.,Private Company,IS_PARENT_OF,09PRX4-E,Pathways World School,College_University
05JH2Z-E,Government of Japan,Government,IS_PARENT_OF,09PX5N-E,"Innovation Network Corporation of Japan, Ltd.",Subsidiary
0CNT1R-E,Energy Fundamentals Group LLC,Private Company,IS_PARENT_OF,09PY46-E,"Energy Fundamentals Group, Inc.",Subsidiary
05YHDP-E,City of Rome (Italy),Government,IS_PARENT_OF,09PYN0-E,Metro C ScpA,Subsidiary
09XZ62-E,Flambo Bund Centre Ltd.,Private Company,IS_PARENT_OF,09PZQS-E,Bund Center Investment Ltd.,Public_Company
05ZNMJ-E,Aker ASA,Public Company,IS_PARENT_OF,09Q1MR-E,Prototech AS,Subsidiary
05LT05-E,Government of China,Government,IS_PARENT_OF,09Q25C-E,China State Construction Group Co. Ltd.,Subsidiary
05JD4T-E,Cathay International Holdings Ltd.,Private Company,IS_PARENT_OF,09Q3GY-E,Lansen Pharmaceutical Holdings Ltd.,Public_Company
072LRV-E,Templar Investments Ltd.,Private Company,IS_PARENT_OF,09Q3Q9-E,Jindal Shadeed Iron & Steel LLC,Subsidiary
05JGRS-E,"Thai Sugar Terminal Public Co., Ltd.",Public Company,IS_PARENT_OF,09Q528-E,T S Flour Mill Public Co. Ltd.,Public_Company
060MMN-E,City of Guangzhou,Government,IS_PARENT_OF,09Q6PY-E,"Guangzhou Port Co., Ltd.",Public_Company
00136Q-E,The Toronto-Dominion Bank,Public Company,IS_PARENT_OF,09Q7YG-E,TD Bank NV,Subsidiary
074SBM-E,Japan Post Holdings Co. Ltd.,Public Company,IS_PARENT_OF,09Q903-E,"Japan Post Bank Co., Ltd.",Public_Company
05F6G5-E,Matthews International Capital Management LLC,Holding Company,IS_PARENT_OF,09Q94X-E,Meta Corp. Public Co. Ltd.,Public_Company
0JLP04-E,Amos Luzon Group,Private Company,IS_PARENT_OF,09Q9NN-E,U. Dori Construction Ltd.,Subsidiary
0NDPWZ-E,ØRN Software Holding AS,Public Company,IS_PARENT_OF,09Q9ZK-E,Rapal Oy,Subsidiary
002TKN-E,Naspers Ltd.,Public Company,IS_PARENT_OF,09QCPF-E,"Stack Exchange, Inc.",Subsidiary
05LT05-E,Government of China,Government,IS_PARENT_OF,09QG6V-E,"CITIC Heavy Industries Co., Ltd.",Public_Company
00BMCZ-E,Tourmaline Oil Corp.,Public Company,IS_PARENT_OF,09QH8Q-E,"Chinook Energy, Inc.",Subsidiary
09Y04Z-E,"Oxiran Holding Group Co., Ltd.",Private Company,IS_PARENT_OF,09QHH7-E,"Liaoning Oxiranchem, Inc.",Public_Company
05KG09-E,LGT Group Foundation,Private Company,IS_PARENT_OF,09QKHR-E,LGT Bank (Singapore) Ltd.,Subsidiary
05NR58-E,Government of Brazil,Government,IS_PARENT_OF,09QL1J-E,BB Seguridade Participações SA,Public_Company
007S39-E,ISDN Holdings Ltd.,Public Company,IS_PARENT_OF,09QL45-E,Prestech Industrial Automation Pte Ltd.,Subsidiary
05PZLC-E,Province of Guangdong,Government,IS_PARENT_OF,09QPZP-E,"Guangdong Hengjian Investment Holding Co., Ltd.",Subsidiary
0065D8-E,"China Minsheng Banking Corp., Ltd.",Public Company,IS_PARENT_OF,09QT5N-E,CMBC Capital Holdings Ltd.,Public_Company
0GYSJM-E,Samhällsbyggnadsbolaget I Norden AB,Public Company,IS_PARENT_OF,09QTC1-E,Hemfosa Fastigheter AB,Subsidiary
0NVS9G-E,Skillsoft Corp.,Public Company,IS_PARENT_OF,09QW30-E,SSI Investments II Ltd.,Subsidiary
005XGM-E,"Canaccord Genuity Group, Inc.",Public Company,IS_PARENT_OF,09QXDQ-E,Canaccord Genuity Corp.,Subsidiary
009D29-E,EOS Russia AB,Mutual Fd-Closed End,IS_PARENT_OF,09QZ21-E,Energyo Solutions Russia (Cyprus) Ltd.,Subsidiary
060514-E,Thai Oil Public Co. Ltd.,Public Company,IS_PARENT_OF,09R09R-E,"Sapthip Co., Ltd.",Subsidiary
05J15M-E,Central Pattana Public Co. Ltd.,Public Company,IS_PARENT_OF,09R0MS-E,Grand Canal Land Public Co. Ltd.,Public_Company
0H8QD6-E,"FAT Brands, Inc.",Public Company,IS_PARENT_OF,09R31R-E,Global Franchise Group LLC,Subsidiary
05J3L7-E,Addtech AB,Public Company,IS_PARENT_OF,09R3KW-E,Pulsteknik AB,Subsidiary
001YFZ-E,Volkswagen AG,Public Company,IS_PARENT_OF,09R5YT-E,MHP Management- und IT-Beratung GmbH,Subsidiary
05HHTB-E,Government of Sweden,Government,IS_PARENT_OF,09R66V-E,Hemsö AB,Subsidiary
05ZX1P-E,"Harbin Hatou Investment Co., Ltd.",Public Company,IS_PARENT_OF,09R71B-E,"Jianghai Securities Co., Ltd.",Subsidiary
05LT05-E,Government of China,Government,IS_PARENT_OF,09R9CZ-E,State Grid International Development Co. Ltd.,Subsidiary
003N38-E,Government of Finland,Government,IS_PARENT_OF,09RD95-E,Untere Iller AG,Subsidiary
00DR44-E,"Diamondback Energy, Inc.",Public Company,IS_PARENT_OF,09RDF7-E,"QEP Resources, Inc.",Subsidiary
0CHCRF-E,Pollard Equities Ltd.,Private Company,IS_PARENT_OF,09RDRT-E,Pollard Banknote Ltd.,Public_Company
0Q0D1G-E,AJM Ventures LLC,Private Company,IS_PARENT_OF,09RDSP-E,The Charger Corp.,Subsidiary
066L2H-E,Shell Plc,Public Company,IS_PARENT_OF,09RLRJ-E,Next Kraftwerke GmbH,Subsidiary
05J3R7-E,"Huaxin Cement Co., Ltd.",Public Company,IS_PARENT_OF,09RN04-E,Chilanga Cement Plc,Public_Company
05HJCV-E,Assa Abloy AB,Public Company,IS_PARENT_OF,09RNKT-E,Omni-ID Cayman Ltd.,Subsidiary
0044L0-E,Government of Perú,Government,IS_PARENT_OF,09RTTT-E,Peru Ministry of Transport & Communications,Government
05LT05-E,Government of China,Government,IS_PARENT_OF,09RTXF-E,State Grid Electric Power Research Institute,Subsidiary
05NM0R-E,Karolinska Institutet,College/University,IS_PARENT_OF,09RXC5-E,Karolinska University Hospital,Non_Profit_Organization
003QP9-E,Government of Australia,Government,IS_PARENT_OF,09RXVJ-E,Australia Department of Defence (Australia),Government
05HN66-E,Government of India,Government,IS_PARENT_OF,09RYVC-E,India Ministry of Information & Broadcasting,Government
05SSTW-E,Government of Qatar,Government,IS_PARENT_OF,09RZHM-E,Qatar Ministry of Economy & Commerce,Extinct
05HPGS-E,Government of Mexico,Government,IS_PARENT_OF,09RZPQ-E,Mexico Ministry of Health,Government
05HP6R-E,Government of Malaysia,Government,IS_PARENT_OF,09RZVB-E,Malaysia Ministry of Finance,Government
06ZM8K-E,"Taboola, Inc.",Holding Company,IS_PARENT_OF,09RZZM-E,Skimbit Ltd.,Subsidiary
003JY7-E,Government of South Africa,Government,IS_PARENT_OF,09RZZR-E,South Africa Ministry of Transport,Government
0GRD3P-E,"XinKe Petrochemicals, Inc.",Private Company,IS_PARENT_OF,09S0L5-E,"Keyuan Petrochemicals, Inc.",Subsidiary
064LK2-E,State of Utah,Government,IS_PARENT_OF,09S0PW-E,"Arup Laboratories, Inc.",Non_Profit_Organization
05L9XT-E,Stichting INGKA Foundation,Foundation/Endowment,IS_PARENT_OF,09S0WV-E,IKEA Group,Subsidiary
05T86B-E,Government of Cyprus,Government,IS_PARENT_OF,09S526-E,Electricity Authority of Cyprus,Government
060DTB-E,Government of Bangladesh,Government,IS_PARENT_OF,09S52K-E,Bangladesh Development Bank Ltd.,Subsidiary
05JSZ8-E,Meshulam Levinstein Contracting & Engineering Ltd.,Public Company,IS_PARENT_OF,09S6DB-E,Levinstein Properties Ltd.,Public_Company
089DDW-E,"ARMOUR Residential REIT, Inc.",Public Company,IS_PARENT_OF,09S6MY-E,ARMOUR Capital Management LP,Subsidiary
0HQLVT-E,"Ontario, Inc. /2242257/",Private Company,IS_PARENT_OF,09S7DJ-E,"Gravitas Securities, Inc.",Subsidiary
05TSKZ-E,City of Zhuhai,Government,IS_PARENT_OF,09SBYG-E,"Zhuhai Port Holdings Group Co., Ltd.",Subsidiary
002Q21-E,Siemens AG,Public Company,IS_PARENT_OF,09SCNN-E,"Mendix, Inc.",Subsidiary
0BJPBB-E,Shin Yang Group of Cos.,Private Company,IS_PARENT_OF,09SCYB-E,Shin Yang Shipping Corp. Bhd.,Public_Company
05LT05-E,Government of China,Government,IS_PARENT_OF,09SCYN-E,"COFCO Capital Holdings Co., Ltd.",Public_Company
0NGG21-E,"Celestial-Saturn Parent, Inc.",Holding Company,IS_PARENT_OF,09SD28-E,"CoreLogic, Inc.",Subsidiary
0R984R-E,Save Live LLC (California),Holding Company,IS_PARENT_OF,09SDYY-E,Jam Productions Ltd.,Subsidiary
0F9FWV-E,Akira Holding Foundation,Private Company,IS_PARENT_OF,09SGCV-E,Allenberg Cotton Co.,Subsidiary
05HX0T-E,"Ayala Land, Inc.",Public Company,IS_PARENT_OF,09SGYD-E,MCT Bhd.,Public_Company
05J3R8-E,Société Financière des Caoutchoucs SA,Public Company,IS_PARENT_OF,09SLM4-E,Induservices SA,Subsidiary
08H68Q-E,COWIfonden,Foundation/Endowment,IS_PARENT_OF,09SMKB-E,COWI Holding A/S,Subsidiary
05PYR3-E,City of Beijing,Government,IS_PARENT_OF,09SN6T-E,"Beijing Hainachuan Automotive Parts Co., Ltd.",Subsidiary
05HY6J-E,Sofibol SCA,Private Company,IS_PARENT_OF,09SPQ4-E,Bolloré Transport & Logistics Côte d’Ivoire SA,Public_Company
05VHK5-E,Vonovia SE,Public Company,IS_PARENT_OF,09SQXF-E,GSW Immobilien AG,Public_Company
0028BD-E,BNP Paribas SA,Public Company,IS_PARENT_OF,09SSJP-E,BNP Paribas Asset Management Australia Ltd.,Subsidiary
05HN68-E,Government of Indonesia,Government,IS_PARENT_OF,09SVNS-E,PT Indonesia Asahan Aluminium (Persero),Subsidiary
05QM6L-E,City of Shenzhen,Government,IS_PARENT_OF,09SW04-E,"Shenzhen Metro Group Co., Ltd.",Subsidiary
05LF0T-E,Falabella SA,Public Company,IS_PARENT_OF,09SWBM-E,Plaza SA,Public_Company
003QP9-E,Government of Australia,Government,IS_PARENT_OF,09SYKH-E,Water Corp. (Australia),Subsidiary
003QP9-E,Government of Australia,Government,IS_PARENT_OF,09SZ4W-E,NBN Co. Ltd.,Subsidiary
05HZXF-E,"Chicony Electronics Co., Ltd.",Public Company,IS_PARENT_OF,09SZT7-E,"Chicony Power Technology Co., Ltd.",Public_Company
0699CL-E,Sundaram Trading & Investment Pvt Ltd.,Private Company,IS_PARENT_OF,09T09B-E,Kalyani Investment Co. Ltd.,Public_Company
0M8TM9-E,Jio Platforms Ltd.,Holding Company,IS_PARENT_OF,09T0BF-E,Reliance Jio Infocomm Ltd.,Subsidiary
0HBNR1-E,"Lorna Jane USA, Inc.",Private Company,IS_PARENT_OF,09T0DX-E,Lorna Jane Pty Ltd.,Subsidiary
05HN68-E,Government of Indonesia,Government,IS_PARENT_OF,09T0H0-E,PT Pertamina Hulu Energi,Subsidiary
05HWL4-E,Euronext NV,Public Company,IS_PARENT_OF,09TCRC-E,Oslo Børs VPS Holding ASA,Extinct
09SMS1-E,"Jitterbit, Inc.",Holding Company,IS_PARENT_OF,09TGBB-E,"eBRIDGE Software, Inc.",Subsidiary
0NZ2GL-E,"Ensysce Biosciences, Inc.",Public Company,IS_PARENT_OF,09TJT3-E,"Ensysce Biosciences, Inc. /Old/",Extinct
05HG1Q-E,Government of France,Government,IS_PARENT_OF,09TJTF-E,Agence Centrale des Organismes de Securite Sociale,Government
09WL3Q-E,"Ressorts Liberté, Inc.",Holding Company,IS_PARENT_OF,09TK6V-E,"Elka Suspension, Inc.",Subsidiary
003P26-E,Province of Ontario,Government,IS_PARENT_OF,09TN66-E,"24-7 Intouch, Inc.",Subsidiary
0C8YLT-E,"Regal Confections, Inc.",Holding Company,IS_PARENT_OF,09TNY1-E,Tosuta International Sales Ltd.,Subsidiary
05LT05-E,Government of China,Government,IS_PARENT_OF,09TP0D-E,Shanghai Gold Exchange,Subsidiary
002P6D-E,"PerkinElmer, Inc. (United States)",Public Company,IS_PARENT_OF,09TPSD-E,Nexcelom Bioscience LLC,Subsidiary
0MSSXN-E,LINK Mobility Group Holding ASA,Public Company,IS_PARENT_OF,09TQB3-E,LINK Mobility Group AS,Subsidiary
07CDQ4-E,Crescent Capital Partners Management Pty Ltd.,Private Company,IS_PARENT_OF,09TVP4-E,ClearView Wealth Ltd.,Public_Company
0036S8-E,"Delta Electronics, Inc.",Public Company,IS_PARENT_OF,09TYM8-E,"Delta Controls, Inc.",Subsidiary
003BMC-E,Rockwood Strategic Plc,Holding Company,IS_PARENT_OF,09TYZH-E,The North West Fund For Biomedical LP,Venture_Capital_Fund
06KQC4-E,Swiber Holdings Ltd.,Public Company,IS_PARENT_OF,09V4JX-E,PT Rajawali Swiber Cakrawala,Subsidiary
05QNX7-E,City of Qingdao (China),Government,IS_PARENT_OF,09V78Z-E,"Qingdao Guoxin Development (Group) Co., Ltd.",Subsidiary
05LT05-E,Government of China,Government,IS_PARENT_OF,09V7HC-E,China Academy of Space Technology,College_University
05LT05-E,Government of China,Government,IS_PARENT_OF,09V7MH-E,Aerospace Shenzhou Investment & Management Co. Ltd.,Subsidiary
081GCH-E,Steel Partners Holdings LP,Public Company,IS_PARENT_OF,09V9R9-E,"Steel Excel, Inc.",Subsidiary
090328-E,Nakamoto Packs Co. Ltd.,Public Company,IS_PARENT_OF,09VDJK-E,"Mikunishiko Co., Ltd.",Subsidiary
0FLSWW-E,Government of Scotland,Government,IS_PARENT_OF,09VFGG-E,Scottish Qualifications Authority,Government
079K7Y-E,Ascot Corp.,Public Company,IS_PARENT_OF,09VHZH-E,The Global Ltd.,Public_Company
0610KZ-E,Province of Shandong,Government,IS_PARENT_OF,09VL54-E,"Shandong Expressway Group Co., Ltd.",Subsidiary
09TKB3-E,587338 Alberta Ltd.,Private Company,IS_PARENT_OF,09VMR8-E,Thermo Design Engineering Ltd.,Subsidiary
0FLHYL-E,"Guotai Junan Securities Co., Ltd.",Public Company,IS_PARENT_OF,09VNZQ-E,Guotai Junan International Holdings Ltd.,Public_Company
0FFDQ6-E,"Usum Investment Group Co., Ltd.",Private Company,IS_PARENT_OF,09VP16-E,Chiho Environmental Group Ltd.,Public_Company
0743M7-E,Province of Henan,Government,IS_PARENT_OF,09VP1T-E,"Henan YiCheng New Energy Co., Ltd.",Public_Company
0769RW-E,City of Jiangyin,Government,IS_PARENT_OF,09VP1W-E,"Zhongnan Red Culture Group Co., Ltd.",Public_Company
09VKNL-E,"9198-1803 Québec, Inc.",Private Company,IS_PARENT_OF,09VQDN-E,TOPRING Ltée,Subsidiary
063JD6-E,Government of Vietnam,Government,IS_PARENT_OF,09VQX1-E,Petrovietnam Power Corp.,Public_Company
05HP56-E,Government of South Korea,Government,IS_PARENT_OF,09VR3K-E,Korea Minting & Security Printing Corp.,Subsidiary
09SYT2-E,Province of Yukon,Government,IS_PARENT_OF,09VRHK-E,Yukon Liquor Corp.,Subsidiary
05FGM6-E,Novartis AG,Public Company,IS_PARENT_OF,09VSCM-E,"Cadent Therapeutics, Inc.",Subsidiary
09Y34N-E,Neway Enterprises Ltd.,Private Company,IS_PARENT_OF,09VSNV-E,Tian Shan Development (Holding) Ltd.,Public_Company
007VXY-E,"CorEnergy Infrastructure Trust, Inc.",Public Company,IS_PARENT_OF,09VTGZ-E,MoGas Pipeline LLC,Subsidiary
09TK8H-E,580741 British Columbia Ltd.,Private Company,IS_PARENT_OF,09VVD7-E,Central Mountain Air Ltd.,Subsidiary
000J0W-E,Empire Co. Ltd.,Public Company,IS_PARENT_OF,09VXFF-E,IGA (Québec),Subsidiary
09VXKH-E,Novak Bros. Contracting Ltd.,Pension Fund,IS_PARENT_OF,09VXKG-E,Dunkley Lumber Ltd.,Subsidiary
06QB4K-E,"Hines & Associates, Inc.",Private Company,IS_PARENT_OF,09VYJP-E,"Global Excel Management, Inc.",Subsidiary
06WT76-E,Global Upholstery Co. Ltd.,Private Company,IS_PARENT_OF,09VYVS-E,"Global Upholstery Co., Inc.",Subsidiary
05JBYQ-E,St. Barbara Ltd.,Public Company,IS_PARENT_OF,09W167-E,NSGold Corp.,Subsidiary
0011HX-E,"Intuit, Inc.",Public Company,IS_PARENT_OF,09W265-E,The Rocket Science Group LLC,Subsidiary
05ZH6F-E,Province of Anhui,Government,IS_PARENT_OF,09W2HW-E,"Huainan Mining (Group) Co., Ltd.",Subsidiary
09W4M3-E,PHOTONIS Technologies SASU,Holding Company,IS_PARENT_OF,09W4MH-E,Microoled SAS,Subsidiary
0FQ996-E,SK Inc.,Public Company,IS_PARENT_OF,09W4PX-E,"SK Materials Co., Ltd.",Subsidiary
09TF16-E,"3514625 Canada, Inc.",Private Company,IS_PARENT_OF,09W5F2-E,"Groupe Dynamite, Inc.",Subsidiary
0RDZ05-E,"Warner Bros. Discovery, Inc.",Public Company,IS_PARENT_OF,09W5MX-E,Discovery Channel,Subsidiary
062FT9-E,Government of Belarus,Government,IS_PARENT_OF,09W8V6-E,Belorusneft State Production Association,Subsidiary
09WBJT-E,1284310 Ontario Ltd.,Private Company,IS_PARENT_OF,09WBJZ-E,"Digitcom Telecommunications, Inc.",Subsidiary
003P02-E,Linamar Corp.,Public Company,IS_PARENT_OF,09WCF8-E,MacDon Industries Ltd.,Subsidiary
0KQSGV-E,Xerox Holdings Corp.,Public Company,IS_PARENT_OF,09WCFB-E,Powerland Computers Ltd.,Subsidiary
05HKG0-E,Government of Spain,Government,IS_PARENT_OF,09WDPZ-E,Aerocali SA,Subsidiary
09WHK4-E,"9002-1122 Quebec, Inc.",Private Company,IS_PARENT_OF,09WHKM-E,"Henri, Laurier & Fils Ltee",Subsidiary
0KTMD7-E,Nors SA,Private Company,IS_PARENT_OF,09WK5Y-E,Strongco Corp.,Subsidiary
05HN68-E,Government of Indonesia,Government,IS_PARENT_OF,09WKYV-E,Indonesia Eximbank,Subsidiary
077QV3-E,Emirate of Abu Dhabi (United Arab Emirates),Government,IS_PARENT_OF,09WP33-E,National Health Insurance Co. Daman,Subsidiary
09VBRJ-E,90401 Canada Ltée,Private Company,IS_PARENT_OF,09WPSN-E,"Chaussures Browns, Inc.",Subsidiary
09WQZH-E,"1364090 Ontario, Inc.",Private Company,IS_PARENT_OF,09WQZL-E,"Comtest Networks, Inc.",Subsidiary
09TJDV-E,"156753 Canada, Inc.",Private Company,IS_PARENT_OF,09WRNV-E,"Noramtec Consultants, Inc.",Subsidiary
05VC2X-E,Albayrak Turizm Seyahat Insaat Ticaret AS,Private Company,IS_PARENT_OF,09WRW1-E,Tümosan Motor ve Traktor Sanayi AS,Public_Company
05FWJ3-E,Schroders Plc,Public Company,IS_PARENT_OF,09WS70-E,Greencoat Capital LLP,Subsidiary
0JX1CF-E,Farfetch Ltd.,Public Company,IS_PARENT_OF,09WTFD-E,Farfetch UK Ltd.,Subsidiary
05JHCS-E,PT Surya Semesta Internusa Tbk,Public Company,IS_PARENT_OF,09WVLB-E,PT Nusa Raya Cipta Tbk,Public_Company
0QRYDD-E,"Nitride Global, Inc.",Private Company,IS_PARENT_OF,09WVMS-E,"Nitride Solutions, Inc.",Subsidiary
09WW8Q-E,Gestion Pichet Ltée,Private Company,IS_PARENT_OF,09WW8W-E,Produits Chimiques Magnus Ltée,Subsidiary
00G2K5-E,Till Capital Corp.,Public Company,IS_PARENT_OF,09WXP6-E,Silver Predator Corp.,Public_Company
05H68W-E,Government of Canada,Government,IS_PARENT_OF,09WXWJ-E,TransLink (Canada),Subsidiary
00CZ4Y-E,Parkland Corp.,Public Company,IS_PARENT_OF,09WY22-E,"Cango, Inc. (Canada)",Subsidiary
0J2QFR-E,"Tilray Brands, Inc.",Public Company,IS_PARENT_OF,09WYK0-E,SweetWater Brewing Co. LLC,Subsidiary
09WYQ1-E,"Cutcorp Investments, Inc.",Private Company,IS_PARENT_OF,09WYQ4-E,"Delmar International, Inc. (Canada)",Subsidiary
09WZ2T-E,"Colabra Resources, Inc.",Private Company,IS_PARENT_OF,09WZ2X-E,"GeoStrata Resources, Inc.",Subsidiary
05DZHK-E,Eni SpA,Public Company,IS_PARENT_OF,09X1QS-E,PT VICO Indonesia,Subsidiary
0035K2-E,JPMorgan Chase & Co.,Public Company,IS_PARENT_OF,09X225-E,JPMorgan European Discovery Trust Plc,Mutual_Fd_Closed_End
009RW3-E,Calgro M3 Holdings Ltd.,Public Company,IS_PARENT_OF,09X2NL-E,Calgro M3 Developments (Proprietary) Ltd.,Subsidiary
09X3DX-E,Blue Rocks Investment Ltd.,Private Company,IS_PARENT_OF,09X3F1-E,Atlantic Electronics Ltd.,Subsidiary
0L633H-E,"Northern Private Capital, Inc.",Private Company,IS_PARENT_OF,09X3QP-E,MDA Systems Ltd.,Subsidiary
06D5QD-E,Reysas Tasimacilik Ve Lojistik Ticaret AS,Public Company,IS_PARENT_OF,09X4PH-E,Reysas Gayrimenkul Yatirim Ortakligi AS,Public_Company
090H96-E,Sampyo Corp.,Private Company,IS_PARENT_OF,09X4QS-E,"SAMPYO Cement Co., Ltd.",Public_Company
09X5VS-E,"2163-2088 Quebec, Inc.",Private Company,IS_PARENT_OF,09X5VT-E,J.E. Mondou Ltée,Subsidiary
05J1H2-E,Challenger Ltd.,Public Company,IS_PARENT_OF,09X83T-E,Alphinity Investment Management Pty Ltd.,Subsidiary
0M524B-E,Hungarikum Biztosítási Alkusz Kft.,Private Company,IS_PARENT_OF,09X898-E,CIG Pannonia Life Insurance Plc,Public_Company
09TPW1-E,"4148801 Canada, Inc.",Private Company,IS_PARENT_OF,09X91Q-E,"Thread Collective, Inc.",Subsidiary
09XFPH-E,"Gestion Leblond et Cayouette, Inc.",Private Company,IS_PARENT_OF,09XFPP-E,"Rotobec, Inc.",Subsidiary
09XFZT-E,"Gestion Francois Roberge, Inc.",Private Company,IS_PARENT_OF,09XFZY-E,"Boutique la Vie en Rose, Inc.",Subsidiary
0H5YKS-E,An Phat Holdings JSC,Public Company,IS_PARENT_OF,09XJL8-E,An Phat Bioplastics JSC,Public_Company
0FJ3LW-E,New Cotai Capital Corp.,Private Company,IS_PARENT_OF,09XK0J-E,New Cotai Holdings LLC,Subsidiary
09XK1N-E,Mcpike Investments Ltd.,Private Company,IS_PARENT_OF,09XK1R-E,Propak Systems Ltd.,Subsidiary
09XL6K-E,"Herdt & Charton, Inc.",Private Company,IS_PARENT_OF,09XL6N-E,"Charton-Hobbs, Inc.",Subsidiary
05Q67L-E,La Cooperative Welcoop SA,Private Company,IS_PARENT_OF,09XLGT-E,Marque Verte Sante,Subsidiary
09VZHB-E,City of Oshawa,Government,IS_PARENT_OF,09XLZX-E,Oshawa Power & Utilities Corp.,Subsidiary
05MFY1-E,Deloitte LLP (New York),Private Company,IS_PARENT_OF,09XMCW-E,Cornerstone Group of Cos. Ltd.,Subsidiary
0G3BG1-E,Hoya Topco LLC,Private Company,IS_PARENT_OF,09XMF8-E,Vivid Seats LLC,Subsidiary
05SSTW-E,Government of Qatar,Government,IS_PARENT_OF,09XPH3-E,Ooredoo SAOG,Public_Company
05T3Z0-E,Province of Newfoundland & Labrador,Government,IS_PARENT_OF,09XQVB-E,Nalcor Energy Ltd.,Subsidiary
09VY0C-E,"148220 Canada, Inc.",Private Company,IS_PARENT_OF,09XQX8-E,"Groupe PPD, Inc.",Subsidiary
000W7N-E,Semtech Corp.,Public Company,IS_PARENT_OF,09XWBS-E,CoreEL Technologies (India) Pvt Ltd.,Subsidiary
09XWYN-E,"Heerema Holding Co., Inc.",Private Company,IS_PARENT_OF,09XX1R-E,Heerema International Group Services SA,Subsidiary
000D8R-E,Campbell Soup Co.,Public Company,IS_PARENT_OF,09XX7D-E,"Snyder's-Lance, Inc.",Subsidiary
05HWMC-E,Kaneka Corp.,Public Company,IS_PARENT_OF,09XX9L-E,AB-Biotics SA,Subsidiary
002F9P-E,OrbiMed Advisors LLC,Private Company,IS_PARENT_OF,09XXB9-E,Worldwide Healthcare Trust Plc,Mutual_Fd_Closed_End
