from_name,from_entity_type,to_name,to_entity_type,from_id,to_id
Middle East and Africa CNG and LNG Distributors,RBICS_IG,CNG and LNG Distributors,RBICS_IG,251510101035,2515101010
Middle East/Africa Propane and LPG Mktg. and Dist.,RBICS_IG,Propane and LPG Marketing and Distribution,RBICS_IG,251510103035,2515101030
Multiple Services to Buildings and Dwellings,RBICS_IG,Facilities Support Services,RBICS_IG,101020101030,1010201010
Sugar and Sweetener Production,RBICS_IG,Sweets and Snacks Production,RBICS_IG,501515153535,5015151535
Flavors and Other Food Additives Manufacturing,RBICS_IG,Chemical Flavor and Fragrance Additives Products,RBICS_IG,451020101015,4510201010
Other Biopharmaceutical OEMs,RBICS_IG,Biopharmaceutical OEM,RBICS_IG,351525101025,3515251010
United States Full-Service Restaurants and Bars,RBICS_IG,Full-Service Restaurants and Bars,RBICS_IG,151010251010,1510102510
Drug Delivery Technology Development,RBICS_IG,Drug Delivery Technology,RBICS_IG,351520201010,3515202010
Other Fluid Power and Control Equipment Products,RBICS_IG,"Other Air, Liquid and Gas Control Equipment Makers",RBICS_IG,401020101520,4010201015
Multi-Type Apparel Production,RBICS_IG,Apparel Production,RBICS_IG,201010151540,2010101515
Container Deep Sea and Offshore Shipping,RBICS_IG,Water Transportation,RBICS_IG,401510101510,4015101015
Blockchain Technology,RBICS_IG,Finance Industry Software,RBICS_IG,303015101040,3030151010
United States Pacific Commercial Banks,RBICS_IG,United States Midwest and West Commercial Banks,RBICS_IG,301020102015,3010201020
Fuel Cell Equipment and Technology Providers,RBICS_IG,Renewable Energy/Distributed Power System Makers,RBICS_IG,401015201510,4010152015
Health Insurance,RBICS_IG,Supplemental Health Insurance,RBICS_IG,301510151510,3015101515
Golf Courses and Country Clubs,RBICS_IG,Amusement and Recreation Centers,RBICS_IG,151010151025,1510101510
"Backup, Emergency and Standby Power Products",RBICS_IG,Other Industrial Electrical Products,RBICS_IG,401015101510,4010151015
"Heating, Ventilation and Air Conditioning Products",RBICS_IG,Environmental Control Machinery/Equipment Products,RBICS_IG,401020101015,4010201010
Metal Processing and Metal Service Centers,RBICS_IG,Metal Processing and Recycling Services,RBICS_IG,451510202515,4515102025
Nursery and Tree Production,RBICS_IG,Other Farming,RBICS_IG,501510153010,5015101530
United States Midwest Commercial Banks,RBICS_IG,United States Midwest and West Commercial Banks,RBICS_IG,301020102010,3010201020
Canada Other Fossil Fuel Exploration/Production,RBICS_IG,Other Americas Fossil Fuel Exploration/Production,RBICS_IG,251015101020,2510151010
China Fossil Fuel Exploration/Production,RBICS_IG,Asia/Pacific Fossil Fuel Exploration/Production,RBICS_IG,251015201015,2510152010
US and Canada Crude Oil Liquid Pipeline/Storage,RBICS_IG,Crude Oil Liquid Pipeline and Storage,RBICS_IG,251515201035,2515152010
Litigation/Corporate Finance Consulting Services,RBICS_IG,Other Consulting and Business Process Outsourcing,RBICS_IG,101015152020,1010151520
Flooring Manufacturing,RBICS_IG,Architectural Component Manufacturing,RBICS_IG,451535101020,4515351010
Structural Support Component Manufacturing,RBICS_IG,Architectural Component Manufacturing,RBICS_IG,451535101030,4515351010
Other Household Furniture/Accessory Manufacturing,RBICS_IG,Home Furnishing Manufacturing,RBICS_IG,502015201040,5020152010
Metal Treatment Technologies and Services,RBICS_IG,Metal Processing and Recycling Services,RBICS_IG,451510202525,4515102025
Other Additive Manufacturing,RBICS_IG,Other Chemical Additives Manufacturing,RBICS_IG,451020102015,4510201020
Plumbing and Heating Supply Distributors,RBICS_IG,"Hardware, Plumbing, Heating Supplies Distributors",RBICS_IG,401520101020,4015201010
Power Transmission and Distribution Products,RBICS_IG,Other Power Generation and Support Products,RBICS_IG,401015201020,4010152010
Ophthalmology Devices,RBICS_IG,System-Specific Specialized Medical Devices,RBICS_IG,352020151535,3520201515
EMEA Investment Banking and Corporate Finance,RBICS_IG,Other Investment Banking and Corporate Finance,RBICS_IG,302010151520,3020101515
Fragrance and Personal Care Additive Manufacturing,RBICS_IG,Chemical Flavor and Fragrance Additives Products,RBICS_IG,451020101020,4510201010
"Fuel, Component and Maintenance Providers",RBICS_IG,Air Transportation Operators,RBICS_IG,401510101020,4015101010
Middle East and Africa Supermarkets,RBICS_IG,Supermarkets,RBICS_IG,501010202020,5010102020
Wafer Processing Subsystem Equipment Manufacturing,RBICS_IG,Semiconductor Back End and Fab Support Services,RBICS_IG,551030101020,5510301010
"Test, Measurement and Metrology Equipment Makers",RBICS_IG,Semiconductor Process Control Equipment,RBICS_IG,551030102020,5510301020
Other Commercial Printing Services,RBICS_IG,Commercial Printing Services,RBICS_IG,101010151030,1010101510
Human Resources Consulting Services,RBICS_IG,Administrative Employment Services,RBICS_IG,101015101020,1010151010
Electronic Gaming Equipment,RBICS_IG,Gaming Industries,RBICS_IG,151010151515,1510101515
Automated Teller Machines (ATMs),RBICS_IG,Electronic Transaction Processing/Clearinghouses,RBICS_IG,303010153010,3030101530
Lottery and Pari-Mutuel Systems,RBICS_IG,Gaming Industries,RBICS_IG,151010151535,1510101515
Multi-Age Educational Services,RBICS_IG,Other Educational Services,RBICS_IG,502510101015,5025101010
Research Models/Laboratory Animals,RBICS_IG,Animal Research,RBICS_IG,351520252020,3515202520
Final Dosage Forms OEMs,RBICS_IG,Biopharmaceutical OEM,RBICS_IG,351525101020,3515251010
LNG (Liquid Natural Gas) Transportation,RBICS_IG,Petroleum Water Transportation,RBICS_IG,251020101020,2510201010
China Mixed Alternative Wholesale Power,RBICS_IG,China Wholesale Power,RBICS_IG,651010451510,6510104515
United States Hydroelectric Wholesale Power,RBICS_IG,US Other and Mixed Wholesale Power,RBICS_IG,651010351035,6510103510
United States Decentralized Wholesale Power,RBICS_IG,US Other and Mixed Wholesale Power,RBICS_IG,651010351025,6510103510
United States Solar Wholesale Power,RBICS_IG,US Other and Mixed Wholesale Power,RBICS_IG,651010351040,6510103510
United States Wind Wholesale Power,RBICS_IG,US Other and Mixed Wholesale Power,RBICS_IG,651010351045,6510103510
Semiconductor Assembly and Packaging Services,RBICS_IG,Semiconductor Packaging and Testing Services,RBICS_IG,551030151510,5510301515
Direct Marketing Services,RBICS_IG,Marketing Specialists,RBICS_IG,101010101010,1010101010
Multi-Type Fertilizers Manufacturing,RBICS_IG,Fertilizers Manufacturing,RBICS_IG,451020201015,4510202010
Autonomous Drone Manufacturers,RBICS_IG,Aviation Equipment,RBICS_IG,401010101040,4010101010
"Beef, Pork and Other Meats Production",RBICS_IG,Meat and Seafood Production,RBICS_IG,501515152510,5015151525
Product Labeling Printers,RBICS_IG,Other Printing Services,RBICS_IG,101010151520,1010101515
Multi-Type Drug Discovery Services,RBICS_IG,Drug Discovery Services,RBICS_IG,351520201520,3515202015
Access Systems Manufacturing,RBICS_IG,Building/Physical Electronic Security Equipment,RBICS_IG,551510151010,5515101510
Fabricated Aluminum Structural Shape Manufacturing,RBICS_IG,Alumina and Aluminum Products Manufacturing,RBICS_IG,451510201020,4515102010
Carbon and Graphite Products Manufacturing,RBICS_IG,Metal Processing and Recycling Services,RBICS_IG,451510202510,4515102025
"Flour, Pasta and Rice Manufacturing",RBICS_IG,Other Food Production,RBICS_IG,501515153015,5015151530
Bread and Cereal Product Manufacturing,RBICS_IG,Other Food Production,RBICS_IG,501515153010,5015151530
Middle East/Africa Petroleum Storage and Transport,RBICS_IG,Petroleum Storage and Transportation,RBICS_IG,251510102535,2515101025
Cookies and Crackers Manufacturing,RBICS_IG,Sweets and Snacks Production,RBICS_IG,501515153520,5015151535
Specialized Patient Care,RBICS_IG,Specialized Ambulatory and Outpatient Patient Care,RBICS_IG,351515303010,3515153030
Finance Information and News Media and Sites,RBICS_IG,Information and News Content Providers and Sites,RBICS_IG,552010101025,5520101010
Urology Devices,RBICS_IG,System-Specific Specialized Medical Devices,RBICS_IG,352020151545,3520201515
Americas Natural Gas Utilities,RBICS_IG,International Natural Gas Utilities,RBICS_IG,651010151010,6510101510
Public Relations Agencies,RBICS_IG,Marketing Specialists,RBICS_IG,101010101020,1010101010
North East United States Savings Institutions,RBICS_IG,United States East Savings Institutions,RBICS_IG,301020151020,3010201510
Ready-Mix Concrete Makers,RBICS_IG,Other Heavy Building Material/Aggregate Products,RBICS_IG,451535201520,4515352015
Motion Picture and Television Production,RBICS_IG,Video Entertainment and Programming Providers,RBICS_IG,151510152015,1515101520
Jewelry and Gems Production,RBICS_IG,Jewelry and Other Accessories Production,RBICS_IG,201010101010,2010101010
"Watches, Clocks and Related Parts Production",RBICS_IG,Jewelry and Other Accessories Production,RBICS_IG,201010101025,2010101010
Automotive Industry Software,RBICS_IG,Other Automotive Services,RBICS_IG,201510102010,2015101020
US and Canada CNG and LNG Distributors,RBICS_IG,CNG and LNG Distributors,RBICS_IG,251510101015,2515101010
Freight Truckload Road Transportation,RBICS_IG,Road Transportation,RBICS_IG,401510201515,4015102015
Activewear and Outerwear Apparel Production,RBICS_IG,Apparel Production,RBICS_IG,201010151510,2010101515
Children's Wear Production,RBICS_IG,Apparel Production,RBICS_IG,201010151525,2010101515
Semiconductor Capital Equipment/Parts Distribution,RBICS_IG,Semiconductor Back End and Fab Support Services,RBICS_IG,551030101015,5510301010
Other Asia/Pacific Solar Wholesale Power,RBICS_IG,Other Asia/Pacific Wholesale Power,RBICS_IG,651010452050,6510104520
Boat and Recreational Vehicle Sales,RBICS_IG,Other Motor Vehicle Sales,RBICS_IG,201510151510,2015101515
Institutional Brokerage Services,RBICS_IG,Brokerage Services,RBICS_IG,302010251015,3020102510
Network Administration Software,RBICS_IG,Network Infrastructure Software,RBICS_IG,552015353010,5520153530
Education Information and News Media and Sites,RBICS_IG,Information and News Content Providers and Sites,RBICS_IG,552010101020,5520101010
Interior/Exterior Covering Materials Distribution,RBICS_IG,Other Building Materials Distribution,RBICS_IG,401520251510,4015202515
Radio Broadcasting,RBICS_IG,Radio and Television Broadcasting,RBICS_IG,151510101015,1515101010
Full Service CROs,RBICS_IG,Full Service CRO,RBICS_IG,351525152510,3515251525
Advanced Combat and Support Systems Manufacturing,RBICS_IG,Other Defense Manufacturing,RBICS_IG,401010151010,4010101510
Defense Electronics Equipment Manufacturing,RBICS_IG,Other Defense Manufacturing,RBICS_IG,401010151025,4010101510
Multi-Type Motor Vehicle Parts Manufacturers,RBICS_IG,Diversified Consumer Vehicle Parts Manufacturing,RBICS_IG,202010102510,2020101025
Other Non-Ferrous Metal Products Manufacturing,RBICS_IG,Non-Ferrous Metal Products Manufacturing,RBICS_IG,451510203520,4515102035
Valves and Fluid Control Products,RBICS_IG,"Other Air, Liquid and Gas Control Equipment Makers",RBICS_IG,401020101530,4010201015
Textile Furnishing Manufacturing,RBICS_IG,Office/Institution Furniture and Accessory Makers,RBICS_IG,502015201525,5020152015
Virtual Reality Design and Engineering Software,RBICS_IG,Specialized Design and Engineering Software,RBICS_IG,552015102525,5520151025
Utility Meter Manufacturing,RBICS_IG,Environmental Control Machinery/Equipment Products,RBICS_IG,401020101040,4010201010
Smart Grid Technology and Smart Meter Products,RBICS_IG,Renewable Energy/Distributed Power System Makers,RBICS_IG,401015201525,4010152015
Asia/Pacific Investment Banking/Corporate Finance,RBICS_IG,Other Investment Banking and Corporate Finance,RBICS_IG,302010151510,3020101515
General Limited-Service and Fast Food Restaurants,RBICS_IG,Limited-Service and Fast Food Restaurants,RBICS_IG,151010251510,1510102515
Semiconductor Process Analysis Tool Manufacturing,RBICS_IG,Semiconductor Process Control Equipment,RBICS_IG,551030102015,5510301020
"Other Soups, Sauces and Condiments Production",RBICS_IG,Other Food Production,RBICS_IG,501515153025,5015151530
Spices and Extracts Manufacturing,RBICS_IG,Other Food Production,RBICS_IG,501515153035,5015151530
"Showcase, Partition, Shelving and Locker Makers",RBICS_IG,Office/Institution Furniture and Accessory Makers,RBICS_IG,502015201520,5020152015
"Leather, Handbags and Luggage Goods Production",RBICS_IG,"Leather, Handbags and Luggage Goods",RBICS_IG,201010101510,2010101015
Petrochemical Manufacturing,RBICS_IG,Petrochemicals and Alternative Fuels Manufacturing,RBICS_IG,451010101535,4510101015
Pension Fund Managers,RBICS_IG,Alternative Investment Managers,RBICS_IG,302010101045,3020101010
Retail Brokerage Services,RBICS_IG,Brokerage Services,RBICS_IG,302010251035,3020102510
Photolithography Equipment Manufacturing,RBICS_IG,Semiconductor Front End Processing Equipment,RBICS_IG,551030101520,5510301015
General Entertainment and Programming,RBICS_IG,Other Entertainment and Programming Providers,RBICS_IG,151510151025,1515101510
Biodiesel Fuel Manufacturing,RBICS_IG,Petrochemicals and Alternative Fuels Manufacturing,RBICS_IG,451010101510,4510101015
Industrial and Construction Additive Manufacturing,RBICS_IG,Manufacturing Additives Manufacturing,RBICS_IG,451020101515,4510201015
Meat Product Rendering and Related Activities,RBICS_IG,Other Agricultural Support Activity Providers,RBICS_IG,501510251020,5015102510
Other Inorganic Chemical Makers,RBICS_IG,Inorganic Chemical Manufacturing,RBICS_IG,451010152020,4510101520
Diversified Content Management Software,RBICS_IG,Content Management Software,RBICS_IG,552015152010,5520151520
Grain-Based Food Product Manufacturing,RBICS_IG,Other Food Production,RBICS_IG,501515153020,5015151530
"Mixed-Type Hotels, Motels and Resorts",RBICS_IG,"Hotels, Motels and Resorts",RBICS_IG,151010102525,1510101025
United States Supermarkets,RBICS_IG,Supermarkets,RBICS_IG,501010202025,5010102020
Pulp and Paper Additives Manufacturing,RBICS_IG,Other Chemical Additives Manufacturing,RBICS_IG,451020102030,4510201020
Fuel and Lubricant Additive Manufacturing,RBICS_IG,Manufacturing Additives Manufacturing,RBICS_IG,451020101510,4510201015
"Hardware, Plumbing and HVAC Supplies",RBICS_IG,"Hardware, Plumbing, Heating Supplies Distributors",RBICS_IG,401520101010,4015201010
Maintenance/Repair/Overhaul Supplies Distributors,RBICS_IG,Industrial Machinery and Supplies Distributors,RBICS_IG,401520101540,4015201015
"Concrete Blocks, Bricks and Aggregates Makers",RBICS_IG,"Asphalt, Cement and Concrete Products",RBICS_IG,451535201025,4515352010
Clay and Ceramic Products Manufacturing,RBICS_IG,Clay and Ceramic Products,RBICS_IG,451515101010,4515151010
Mechanical Power Transmission (MPT) Manufacturing,RBICS_IG,Motors and Motion Control Product Manufacturing,RBICS_IG,401015101015,4010151010
Residential Specialty Engineering Contractors,RBICS_IG,Specialty Contractors,RBICS_IG,401525102020,4015251020
Metal Chassis/Casings,RBICS_IG,Multi-Process Assembly Services,RBICS_IG,551015101520,5510151015
Diversified Customer Relationship Software,RBICS_IG,Customer Relationship Management Software,RBICS_IG,552015152515,5520151525
Wafer Blank Makers and Equipment Manufacturing,RBICS_IG,Semiconductor Front End Processing Equipment,RBICS_IG,551030101525,5510301015
Carbon Dioxide Gas Manufacturing,RBICS_IG,Industrial Gas Manufacturing,RBICS_IG,451010151530,4510101515
Landscaping Services,RBICS_IG,Facilities Support Services,RBICS_IG,101020101025,1010201010
Pan-Powertrain and Chassis Manufacturing,RBICS_IG,Consumer Vehicle Powertrain and Chassis Makers,RBICS_IG,202010101515,2020101015
Other Automation Support Product Manufacturing,RBICS_IG,Other Factory Automation Product Manufacturing,RBICS_IG,401020152515,4010201525
Minimills Specialty Steel Manufacturing,RBICS_IG,Minimills Steel Mills and Products Manufacturing,RBICS_IG,451510203025,4515102030
Minimills Manufacturing Flats,RBICS_IG,Minimills Steel Mills and Products Manufacturing,RBICS_IG,451510203010,4515102030
Inland Waterways Shipping,RBICS_IG,Water Transportation,RBICS_IG,401510101520,4015101015
Other Nonvolatile Memory Semiconductors,RBICS_IG,Nonvolatile Memory Semiconductors,RBICS_IG,551020251015,5510202510
Mapping/Geographic Information Systems Software,RBICS_IG,Specialized Design and Engineering Software,RBICS_IG,552015102510,5520151025
Light Emitting Diode Discrete Semiconductors,RBICS_IG,Optoelectronics Discrete Semiconductors,RBICS_IG,551020151010,5510201510
Other Wide Area Networking (WAN) Equipment,RBICS_IG,Other Wide Area Networking Equipment,RBICS_IG,551515353010,5515153530
Other Handheld and Smart Phone Software,RBICS_IG,Handheld and Smart Phone Software,RBICS_IG,552015251515,5520152515
Rest of Europe Fossil Fuel Exploration/Production,RBICS_IG,Europe Fossil Fuel Exploration/Production,RBICS_IG,251015201515,2510152015
China Wireline Services,RBICS_IG,Asia/Pacific Wireline Services,RBICS_IG,601015151520,6010151515
Casual Wear and Teen Wear Production,RBICS_IG,Apparel Production,RBICS_IG,201010151520,2010101515
Video Multimedia Semiconductors,RBICS_IG,Multimedia Semiconductors,RBICS_IG,551020401525,5510204015
Parking Facility Services,RBICS_IG,Facilities Support Services,RBICS_IG,101020101035,1010201010
Newspapers,RBICS_IG,Publishing,RBICS_IG,151510202030,1515102020
Pesticide Manufacturing,RBICS_IG,Other Agrochemicals Manufacturing,RBICS_IG,451020201525,4510202015
Alternative Exchanges and ECNs,RBICS_IG,Securities Exchanges and ECNs,RBICS_IG,302010252510,3020102525
General Carrier Edge (Access) Equipment,RBICS_IG,General Carrier Edge and Access Equipment,RBICS_IG,551515352015,5515153520
Middle East and Africa Wireline Services,RBICS_IG,"Europe, Middle East and Africa Wireline Services",RBICS_IG,601015152015,6010151520
Television Stations,RBICS_IG,Radio and Television Broadcasting,RBICS_IG,151510101020,1515101010
Liquid Petroleum and Other Liquids Transportation,RBICS_IG,Petroleum Water Transportation,RBICS_IG,251020101015,2510201010
Confectionery Manufacturing,RBICS_IG,Sweets and Snacks Production,RBICS_IG,501515153515,5015151535
Other Chemistry Clinical Diagnostics Devices,RBICS_IG,Chemistry Clinical Diagnostic Devices,RBICS_IG,352010101020,3520101010
Canada Oil Sands Exploration/Production,RBICS_IG,Other Americas Fossil Fuel Exploration/Production,RBICS_IG,251015101015,2510151010
Household Furniture Manufacturing,RBICS_IG,Household Furnishings Production,RBICS_IG,201020101020,2010201010
Mattress and Related Components Manufacturing,RBICS_IG,Home Furnishing Manufacturing,RBICS_IG,502015201030,5020152010
US TV Cable and Broadcast Networks,RBICS_IG,Television Cable and Broadcast Networks,RBICS_IG,151510151510,1515101515
Amusement Centers and Theme Parks,RBICS_IG,Amusement and Recreation Centers,RBICS_IG,151010151010,1510101510
Engineered Rubber Products Manufacturing,RBICS_IG,Engineered Rubber Products,RBICS_IG,451025101010,4510251010
Air Purification and Filtration Equipment Products,RBICS_IG,Environmental Control Machinery/Equipment Products,RBICS_IG,401020101010,4010201010
Commodities Trading Services,RBICS_IG,Proprietary Trading,RBICS_IG,302010252010,3020102520
Other Proprietary Trading Services,RBICS_IG,Proprietary Trading,RBICS_IG,302010252020,3020102520
Vascular Devices,RBICS_IG,System-Specific Specialized Medical Devices,RBICS_IG,352020151550,3520201515
Lead Ore Mining,RBICS_IG,Non-Ferrous Metal Ore Mining,RBICS_IG,451525101020,4515251010
Aluminum Manufacturing,RBICS_IG,Alumina and Aluminum Products Manufacturing,RBICS_IG,451510201015,4515102010
Treatment Devices,RBICS_IG,Orthopedics Medical Devices,RBICS_IG,352015101520,3520151015
Air Freight Transportation Operators,RBICS_IG,Air Transportation Operators,RBICS_IG,401510101010,4015101010
General Customer Premises Equipment (CPE),RBICS_IG,General Customer Premises Equipment,RBICS_IG,551515352510,5515153525
General Laboratory Equipment,RBICS_IG,General Scientific Products,RBICS_IG,351520251510,3515202515
Diversified Electrical/Power System Manufacturing,RBICS_IG,Diversified Electrical and Power System Makers,RBICS_IG,401015151010,4010151510
Flat Panel Display-Specific Equipment Makers,RBICS_IG,Semiconductor Front End Processing Equipment,RBICS_IG,551030101510,5510301015
General Support Activity Providers for Agriculture,RBICS_IG,Other Agricultural Support Activity Providers,RBICS_IG,501510251030,5015102510
Metal Recycling Providers,RBICS_IG,Metal Processing and Recycling Services,RBICS_IG,451510202520,4515102025
Middle East and Africa Wireless Services,RBICS_IG,"Europe, Middle East and Africa Wireless Services",RBICS_IG,601015102015,6010151020
Other Specialty and Performance Chemicals Makers,RBICS_IG,Other Specialty/Performance Chemicals Products,RBICS_IG,451020303010,4510203030
Onshore Oil and Gas Well Drilling,RBICS_IG,Oil and Gas Well Drilling,RBICS_IG,251020151520,2510201515
Europe Supermarkets,RBICS_IG,Supermarkets,RBICS_IG,501010202015,5010102020
General Automobile Dealers,RBICS_IG,Automobile Dealers,RBICS_IG,201510151010,2015101510
Plastics and Rubber Automation Providers,RBICS_IG,Industry-Specific Factory Automation Equipment,RBICS_IG,401020151535,4010201515
Healthcare Facility Business Management,RBICS_IG,Healthcare Business Management Services,RBICS_IG,351510151015,3515101510
Securities Sales and Trading Services,RBICS_IG,Other Securities Sales and Trading Services,RBICS_IG,302010251520,3020102515
Other Water Transportation,RBICS_IG,Water Transportation,RBICS_IG,401510101530,4015101015
Motorsports,RBICS_IG,Spectator Sports and Performing Arts,RBICS_IG,151010153015,1510101530
Other Clearing and Settlement Services,RBICS_IG,Other Securities Sales and Trading Services,RBICS_IG,302010251510,3020102515
Men's Wear Apparel Stores,RBICS_IG,Other Apparel Retail,RBICS_IG,202510201520,2025102015
General Consumer Content Providers,RBICS_IG,Consumer Content Providers,RBICS_IG,552010351020,5520103510
Paper and Textile Automation Providers,RBICS_IG,Industry-Specific Factory Automation Equipment,RBICS_IG,401020151530,4010201515
Pan-Americas Fossil Fuel Exploration/Production,RBICS_IG,Other Americas Fossil Fuel Exploration/Production,RBICS_IG,251015101030,2510151010
"Asphalt, Cement and Concrete Product Manufacturing",RBICS_IG,"Asphalt, Cement and Concrete Products",RBICS_IG,451535201015,4515352010
Mixed Electronic Transaction Processing,RBICS_IG,Electronic Transaction Processing/Clearinghouses,RBICS_IG,303010153020,3030101530
International TV Cable and Broadcast Networks,RBICS_IG,Television Cable and Broadcast Networks,RBICS_IG,151510151515,1515101515
Preclinical Limited Service CROs,RBICS_IG,Preclinical Limited Service CRO,RBICS_IG,351525153010,3515251530
Clinical Limited Service CROs,RBICS_IG,Clinical Limited Service CRO,RBICS_IG,351525151510,3515251515
Toll Road Operators,RBICS_IG,Road Transportation,RBICS_IG,401510201535,4015102015
Crude Oil Transportation,RBICS_IG,Petroleum Water Transportation,RBICS_IG,251020101010,2510201010
City Guides Content Providers and Sites,RBICS_IG,Consumer Content Providers,RBICS_IG,552010351010,5520103510
Dredging and Marine Construction,RBICS_IG,Infrastructure Construction,RBICS_IG,401525101015,4015251010
China Solar Wholesale Power,RBICS_IG,China Wholesale Power,RBICS_IG,651010451550,6510104515
General Printing Services,RBICS_IG,Other Printing Services,RBICS_IG,101010151510,1010101515
Mixed Renewable Energy Generation Manufacturing,RBICS_IG,Renewable Energy/Distributed Power System Makers,RBICS_IG,401015201515,4010152015
Eastern Region Fossil Fuel Exploration/Production,RBICS_IG,Pan-US Fossil Fuel Exploration/Production,RBICS_IG,251015101510,2510151015
Other Passive Capacitor Electronic Components,RBICS_IG,Passive Capacitor Electronic Components,RBICS_IG,551010253015,5510102530
Multi-Type Alcoholic Beverages Manufacturing,RBICS_IG,Alcoholic Beverage Production,RBICS_IG,501515101020,5015151010
Vehicle Autonomous Control Software,RBICS_IG,Other Automotive Services,RBICS_IG,201510102020,2015101020
Other Americas Gold Ore Mining,RBICS_IG,Americas Gold Mining,RBICS_IG,451525201020,4515252010
Gulf of Mexico Fossil Fuel Exploration/Production,RBICS_IG,US Southern Fossil Fuel Exploration/Production,RBICS_IG,251015102015,2510151020
Consulting and Business Process Services,RBICS_IG,Other Consulting and Business Process Outsourcing,RBICS_IG,101015152010,1010151520
Lighting Equipment and Components Manufacturing,RBICS_IG,Lighting Equipment and Component Manufacturing,RBICS_IG,401015151515,4010151515
Medicare Managed Care,RBICS_IG,Government Managed Care,RBICS_IG,351510101015,3515101010
Pharmacy Benefit Management (PBM),RBICS_IG,Other Healthcare Administrative Services,RBICS_IG,351510152015,3515101520
Sugarcane Farming,RBICS_IG,Other Farming,RBICS_IG,501510153025,5015101530
Middle East and Africa Fossil Fuel Wholesale Power,RBICS_IG,Middle East and Africa Wholesale Power,RBICS_IG,651010501520,6510105015
Mixed Non-Ferrous and Ferrous Metals Ore Mining,RBICS_IG,Other Base Metal Ore Mining,RBICS_IG,451525101515,4515251015
New Tire Manufacturing,RBICS_IG,Consumer Vehicle Wheels and Tires Manufacturing,RBICS_IG,202010102010,2020101020
Equity Mutual Fund Managers,RBICS_IG,Funds Management and Advisors,RBICS_IG,302010102010,3020101020
Refined Petroleum and Other Liquid Transportation,RBICS_IG,Petroleum Water Transportation,RBICS_IG,251020101030,2510201010
Gastroenterology Devices,RBICS_IG,System-Specific Specialized Medical Devices,RBICS_IG,352020151510,3520201515
Chicken Egg Production,RBICS_IG,Food Animal Production,RBICS_IG,501510101015,5015101010
Gulf Coast Fossil Fuel Exploration/Production,RBICS_IG,US Southern Fossil Fuel Exploration/Production,RBICS_IG,251015102010,2510151020
Budget Hotels and Motels,RBICS_IG,"Hotels, Motels and Resorts",RBICS_IG,151010102510,1510101025
United States West Natural Gas Utilities,RBICS_IG,United States Natural Gas Utilities,RBICS_IG,651010151530,6510101515
"Europe, Middle East and Africa Electric Utilities",RBICS_IG,International Electric Utilities,RBICS_IG,651010101015,6510101010
Automotive Classifieds and Directories Media/Sites,RBICS_IG,Information and News Content Providers and Sites,RBICS_IG,552010101010,5520101010
Collection Agencies and Loan Factoring Services,RBICS_IG,Diversified Loan Services,RBICS_IG,303010101010,3030101010
Asia/Pacific Propane and LPG Marketing and Dist.,RBICS_IG,Propane and LPG Marketing and Distribution,RBICS_IG,251510103025,2515101030
Western Europe Wireless Services,RBICS_IG,"Europe, Middle East and Africa Wireless Services",RBICS_IG,601015102025,6010151020
Oil and Gas Wellhead and Pressure Control Products,RBICS_IG,Oil and Gas Field Equipment Manufacturing,RBICS_IG,251020151040,2510201510
Other Asia/Pacific Fossil Fuel Wholesale Power,RBICS_IG,Other Asia/Pacific Wholesale Power,RBICS_IG,651010452020,6510104520
Commercial Document Security Providers,RBICS_IG,Commercial Printing Services,RBICS_IG,101010151015,1010101510
Phosphate Fertilizer Manufacturing,RBICS_IG,Fertilizers Manufacturing,RBICS_IG,451020201025,4510202010
Nitrogenous Fertilizer Manufacturing,RBICS_IG,Fertilizers Manufacturing,RBICS_IG,451020201020,4510202010
Potassium Fertilizer Manufacturing,RBICS_IG,Fertilizers Manufacturing,RBICS_IG,451020201030,4510202010
Other Traditional Investment Product Managers,RBICS_IG,Traditional Investment Products,RBICS_IG,302010103020,3020101030
Type 1 Diabetes Biopharmaceuticals,RBICS_IG,Diabetes Biopharmaceuticals,RBICS_IG,351020251010,3510202510
Airport/Flight Support Infrastructure Operators,RBICS_IG,Air Transportation Operators,RBICS_IG,401510101015,4015101010
Rest of Asia Gold Ore Mining,RBICS_IG,Asia/Pacific Gold Mining,RBICS_IG,451525201525,4515252015
Other US Western Oil/Gas Exploration/Production,RBICS_IG,Pan-US Fossil Fuel Exploration/Production,RBICS_IG,251015101515,2510151015
Decorative Component Manufacturing,RBICS_IG,Architectural Component Manufacturing,RBICS_IG,451535101015,4515351010
Legal Services,RBICS_IG,Other Personal Services,RBICS_IG,502510151515,5025101515
Office and Institutional Furniture Manufacturing,RBICS_IG,Office/Institution Furniture and Accessory Makers,RBICS_IG,502015201515,5020152015
Semiconductors Distributors,RBICS_IG,Electronic Components Distributors,RBICS_IG,551530151015,5515301510
Europe Mixed Wholesale Power,RBICS_IG,Europe Wholesale Power,RBICS_IG,651010501015,6510105010
Funeral and Cemetery Services,RBICS_IG,Death Care Services,RBICS_IG,502510151020,5025101510
Kitchen and Housewares Manufacturing,RBICS_IG,Home Furnishing Manufacturing,RBICS_IG,502015201025,5020152010
Other Metal Processing and Recycling Providers,RBICS_IG,Metal Processing and Recycling Services,RBICS_IG,451510202530,4515102025
Packaging and Coating Application Machinery Makers,RBICS_IG,Other Factory Automation Product Manufacturing,RBICS_IG,401020152520,4010201525
